nacchoid	module	scity	sstate	simplepopsourcecode	popcat3	popcat5	popcat7	popcat8	popcat9	q1	q2	q14b	q14c	q15r	q16	q17a	q17ab	q17b	q17c	q17cd	q17d	q17e	q17f	q17g	q17h	q17i	q17j	q17k	q17l	q17m	q18	q19a	q19b	q19c	q20	q21	govcat	yearstenure	b_module	m1weight2	popcat2old	c1_lhd_name0	LHD_Org	Contact_Category	v008_Profile	FIPS_CY
TN047		Gainesboro	TN	esri 2007	<50000	<25000	"<25,000"	"10,000-24,999"	"10,000-24,999"	county	11346	1	2008		398150	0	16200	16200	99929	113414	13485	52933	196639	1702	0	2101	13947	0	0	1214	1				0		state	11.42					Jackson County Health Department	SUB105	1	47087
TN049	module 1	Dandridge	TN	esri 2007	50000-499999	50000-99999	"50,000-99,999"	"50,000-99,999"	"50,000-74,999"	county	50709	6	2007	"$500,000-$999,999"	856684	0	48894	48894	243077	521286	278209	0	49913	6092	0	1160	33694	0	0	195645	1	0	0	0	0		state	2.67	1	5.11	"50,000+"	Jefferson County Health Department	Jefferson County Health Department	SUB027	1	47089
TN050		Mountain City	TN	esri 2007	<50000	<25000	"<25,000"	"10,000-24,999"	"10,000-24,999"	city/county	18767	6	2007	"$500,000-$999,999"	769485	0	80583	80583	106439	228411	121972	0	189233	9701	0	3599	21128	0	0	236830	1	0	0	0	0		state	6.08					Johnson County Health Department	SUB103	1	47091
TN051	module 3	Knoxville	TN	esri 2007	50000-499999	100000-499999	"250,000-499,999"	"250,000-499,999"	"200,000-499,999"	city/county	418446	6	2008	"$10,000,000+"	7435418	0	0	0		4774549		0	1152967	6439	0	55320	659863	786280	0	0	2	619000	30000	0	1	7	local	5.75					Knox County Health Department	LHD	1	47093
TN052		Tiptonville	TN	esri 2007	<50000	<25000	"<25,000"	"<10,000"	"<10,000"	county	7551	6	2007	"<$500,000"	398410	0	29442	29442	57992	122689	64697	0	64334	1520	0	820	5515	0	0	174090	1				0		state	8.92					Lake County Health Department	SUB108	1	47095
TN053	module 2	Ripley	TN	esri 2007	<50000	25000-49999	"25,000-50,000"	"25,000-50,000"	"25,000-49,999"	county	27743	6	2007	"$1,000,000-$4,999,999"	1483167	0	57962	57962	604719	882039	277320	0	222340	6930	0	1479	33442	0	0	278975	1				0		state	0.42					Lauderdale County Health Department	SUB108	1	47097
TN054	module 2	Lawrenceburg	TN	esri 2007	<50000	25000-49999	"25,000-50,000"	"25,000-50,000"	"25,000-49,999"	county	41688	6	2007	"$1,000,000-$4,999,999"	1189701	0	118900	118900	622399	875590	253191	0	108814	11873	0	557	73967	0	0	0	1	0	0	0	0		state	13.42					Lawrence County Health Department	SUB107	1	47099
TN055		Hohenwold	TN	esri 2007	<50000	<25000	"<25,000"	"10,000-24,999"	"10,000-24,999"	county	11698	6	2007	"<$500,000"	361024	0	30877	30877	178304	264610	86306	0	54358	2326	0	509	7940	0	0	404	1	0	0	0	0	0	state	9.08					Lewis County Health District	SUB107	1	47101
TN056	module 1	Fayetteville	TN	esri 2007	<50000	25000-49999	"25,000-50,000"	"25,000-50,000"	"25,000-49,999"	county	32597	6	2006	"$500,000-$999,999"	750118	0	94738	94738	327154	441843	114689	0	136448	28750	0	537	45347	0	0	2455	1	0	0	0	0	0	state	11.17	1	6.66	"<50,000"	Lincoln County Health Department	Lincoln County Health Department	SUB107	1	47103
TN057	module 1	Loudon	TN	esri 2007	<50000	25000-49999	"25,000-50,000"	"25,000-50,000"	"25,000-49,999"	city/county	45288	6	2007	"$500,000-$999,999"	939041	0	51080	51080	423405	640892	217487	0	82421	5470	0	1405	28936	0	0	128837	1	0	0	0	0		state	4.08	1	6.66	"<50,000"	Loudon County Health Department	Loudon County Health Department	SUB027	1	47105
TN063		Athens	TN	esri 2007	50000-499999	50000-99999	"50,000-99,999"	"50,000-99,999"	"50,000-74,999"	"multi-county, district, region"	51868	6	2008																		1	0	0	0	0		state	9.58					McMinn County Health Department	SUB104	1	47107
TN064		Selmer	TN	esri 2007	<50000	25000-49999	"25,000-50,000"	"25,000-50,000"	"25,000-49,999"	county	25844	6	2008	"$1,000,000-$4,999,999"	700000																3				0		state	3.5					McNairy County Health Department	SUB108	1	47109
TN058		Lafayette	TN	esri 2007	<50000	<25000	"<25,000"	"10,000-24,999"	"10,000-24,999"	county	22124	6	2007	"$500,000-$999,999"	861527	0	43339	43339	244822	267030	22208	124393	352811	17276	0	5341	47285	0	0	4052	1						state	2.25					Macon County Health Department	SUB105	1	47111
TN048		Jackson	TN	esri 2007	50000-499999	50000-99999	"50,000-99,999"	"50,000-99,999"	"75,000-100,000"	city/county	98674	6	2008	"$1,000,000-$4,999,999"	4824527.5	0	1863805	1863805	670600	2199508	1528908	0	347787	5173	0	12200	315560	80500	0	0	2	522900	30000	0	1	6	local	17.67					Madison County Health Department	LHD	1	47113
TN060	module 1	Jasper	TN	esri 2007	<50000	25000-49999	"25,000-50,000"	"25,000-50,000"	"25,000-49,999"	county	29622	6	2008	"$500,000-$999,999"	400172	0	6606	6606	130225	299991	169766	0	31732	6285	0	0	55666	0	0	0	4				0		state	5	1	6.66	"<50,000"	Marion County Health Department	Marion County Health Department	SUB104	1	47115
TN061	module 3	Lewisburg	TN	esri 2007	<50000	25000-49999	"25,000-50,000"	"25,000-50,000"	"25,000-49,999"	county	29683	6	2007	"$500,000-$999,999"	681142	0	76300	76300	329378	504470	175092	0	68885	8043	0	863	17734	0	0	4847	1	0	0	0	0		state	0.83					Marshall County Health Department	SUB107	1	47117
TN065	module 1	Decatur	TN	esri 2007	<50000	<25000	"<25,000"	"10,000-24,999"	"10,000-24,999"	other	12145	8	2008		450000																1	0	0	0	0		state	10.5	1	8.96	"<50,000"	Meigs County Health Department	Meigs County Health Department	SUB104	1	47121
TN067	module 2	Madisonville	TN	esri 2007	<50000	25000-49999	"25,000-50,000"	"25,000-50,000"	"25,000-49,999"	county	43561	6	2007	"$1,000,000-$4,999,999"	1533751	0	66233	66233	500775	992336	491561	0	48217	3187	0	2404	37522	0	0	383852		0	0	0	0		state	8.25					Monroe County Health Department	SUB027	1	47123
TN068		Clarksville	TN	esri 2007	50000-499999	100000-499999	"100,000-249,999"	"100,000-249,999"	"100,000-199,999"	city/county	159529	6	2008	"$1,000,000-$4,999,999"	3949500	0	289300	289300	1875000	2509000	634000	0	0	10000	0	354400	161700	0	0	625100	1	0	0	0	1	1	state	4.58					Montgomery County Health Department	SUB106	1	47125
TN069	module 1	Lynchburg	TN	esri 2007	<50000	<25000	"<25,000"	"<10,000"	"<10,000"	county	6287	6	2006	"<$500,000"	145590	0	32152	32152	49298	88903	39605	0	7099	7992	0	106	9043	0	0	296	1	0	0	0	0		state	11.17	1	8.96	"<50,000"	Moore County Health Department	Moore County Health Department	SUB107	1	47127
TN070	module 2	Wartburg	TN	esri 2007	<50000	<25000	"<25,000"	"10,000-24,999"	"10,000-24,999"	county	20237	6	2008																		4				0		state	1.92					Morgan County Health Department	SUB027	1	47129
TN071	module 2	Union City	TN	esri 2007	<50000	25000-49999	"25,000-50,000"	"25,000-50,000"	"25,000-49,999"	county	32316	6	2007	"$500,000-$999,999"	998108	0	118304	118304	213325	408845	195520	0	113465	10088	0	4446	57536	0	0	285424	1				0		state	8.92					Obion County Health Department	SUB108	1	47131
TN072		Livingston	TN	esri 2007	<50000	<25000	"<25,000"	"10,000-24,999"	"10,000-24,999"	county	20859	1	2008	"$500,000-$999,999"		0	19000	19000	292000	309818	17818	105534	392000	5475	0	3042	37723	0	0	5745	1				0		state	12.58					Overton County Health Department	SUB105	1	47133
TN073	module 3	Linden	TN	esri 2007	<50000	<25000	"<25,000"	"<10,000"	"<10,000"	county	7807	6	2007	"<$500,000"	312157	0	35713	35713	133587	227120	93533	0	38201	2300	0	190	8633	0	0	0	1	0	0	0	0	0	state	9.08					Perry County Health Department	SUB107	1	47135
TN074		Byrdstown	TN	esri 2007	<50000	<25000	"<25,000"	"<10,000"	"<10,000"	county	4979	1	2008		218080	0	7582	7582	42259	48266	6007	9479	137396	6070	0	1464	6918	0	0	0	1				0		state	11.42					Pickett County Health Department	SUB105	1	47137
TN075		Benton	TN	esri 2007	<50000	<25000	"<25,000"	"10,000-24,999"	"10,000-24,999"	county	16286	6	2008	"<$500,000"	377276	0	92461	92461	136417	259617	123200	0	0	0	0	0	25198	0	0	0	1	0	0	0	0		state	22.75					Polk County Health Department	SUB104	1	47139
TN076		Cookeville	TN	esri 2007	50000-499999	50000-99999	"50,000-99,999"	"50,000-99,999"	"50,000-74,999"	county	69504	6	2007	"$1,000,000-$4,999,999"	2869608	0	130973	130973	852313	956309	103996	767944	841438	23261	0	3717	107770	0	0	38196	1				0		state	1.42					Putnam County Health Department	SUB105	1	47141
TN077		Evansville	TN	esri 2007	<50000	25000-49999	"25,000-50,000"	"25,000-50,000"	"25,000-49,999"	"multi-county, district, region"	30823	1	2008	"$10,000,000+"	33489992																1	0	0	0	0		state	9.58					Rhea County Health Department	SUB104	1	47143
TN078	module 1	Rockwood	TN	esri 2007	50000-499999	50000-99999	"50,000-99,999"	"50,000-99,999"	"50,000-74,999"	county	53976	6	2007	"$1,000,000-$4,999,999"	1669301	0	203009	203009	762020	1057770	295750	0	151984	12	0	1201	62157	0	0	193168	4	0	0	0	0		state	4	1	5.11	"50,000+"	Roane County Health Department	Roane County Health Department	SUB027	1	47145
TN079	module 2	Springfield	TN	esri 2007	50000-499999	50000-99999	"50,000-99,999"	"50,000-99,999"	"50,000-74,999"	county	64363	6	2007	"$1,000,000-$4,999,999"	1680600	0	10200	10200	935300	1320700	385400	0	0	15200	0	103500	58200	0	0	172800	1	0	0	0	0		state	3.17					Robertson County Health Department	SUB106	1	47147
TN081	module 1	Murfreesboro	TN	esri 2007	50000-499999	100000-499999	"100,000-249,999"	"100,000-249,999"	"200,000-499,999"	city/county	244295	6	2008	"$1,000,000-$4,999,999"	4226990	19500	724000	704500	1731000	2604900	873900	0	0	18100	0	191200	175900	0	0	512800	2	0	0	0	0		state	2.92	1	4.47	"50,000+"	Rutherford County Health Department	Rutherford County Health Department	SUB106	1	47149
TN082		Huntsville	TN	esri 2007	<50000	<25000	"<25,000"	"10,000-24,999"	"10,000-24,999"	county	22425	6	2008	"$500,000-$999,999"	650000	0	55000	55000		600000		0	0	0	0	0	0	0	0	0	3				0		state	4.67					Scott County Health Department	SUB027	1	47151
TN083		Dunlap	TN	esri 2007	<50000	<25000	"<25,000"	"10,000-24,999"	"10,000-24,999"	other	13203	6	2008	"<$500,000"		0	20058	20058	394000	394000	0	0	0	0	0	0	17272	0	0	0	1	0	0	0	0		state	19.33					Sequatchie County Health Department	SUB104	1	47153
TN084	module 1	Sevierville	TN	esri 2007	50000-499999	50000-99999	"50,000-99,999"	"50,000-99,999"	"75,000-100,000"	county	84552	6	2008	"$1,000,000-$4,999,999"	2185230	6000	160229	154229	874149	1450700	576551	0	128613	2691	0	2664	81284	0	0	359049	1	0	0	0	0		state	1.83	1	5.11	"50,000+"	Sevier County Health Department	Sevier County Health Department	SUB027	1	47155
TN085		Carthage	TN	esri 2007	<50000	<25000	"<25,000"	"10,000-24,999"	"10,000-24,999"	county	19311	6	2007	"$500,000-$999,999"	819881	0	5282	5282	212172	235589	23417	125837	404855	16543	0	1306	27707	0	0	2762	1						state	2.25					Smith County Health Department	SUB105	1	47159
TN086		Dover	TN	esri 2007	<50000	<25000	"<25,000"	"10,000-24,999"	"10,000-24,999"	county	13296	1	2008	"$1,000,000-$4,999,999"	1133300	0	32000	32000	0	415600	415600	0	0	60200	0	318000	47800	0	0	259700	1	0	0	0	0		state	4.08					Stewart County Health Department	SUB106	1	47161
TN087		Blountville	TN	esri 2007	50000-499999	100000-499999	"100,000-249,999"	"100,000-249,999"	"100,000-199,999"	city/county	154803	6	2008	"$5,000,000-$9,999,999"	5713560																1	519000	30000	0	0		local	7					Sullivan County Regional Health Department	LHD	1	47163
TN088	module 3	Gallatin	TN	esri 2007	50000-499999	100000-499999	"100,000-249,999"	"100,000-249,999"	"100,000-199,999"	county	152235	6	2007	"$1,000,000-$4,999,999"	3604800	22000	246700	224700	1876600	2367600	491000	0	0	15600	0	251000	153700	0	0	570200	1	0	0	0	0		state	0.42					Sumner County Health Department	SUB106	1	47165
TN089	module 3	Covington	TN	esri 2007	50000-499999	50000-99999	"50,000-99,999"	"50,000-99,999"	"50,000-74,999"	county	60711	6	2007	"$1,000,000-$4,999,999"	1550220	0	90389	90389	521957	829793	307836	0	230747	12887	0	3830	49861	0	0	332713	1				0		state	0.42					Tipton County Health Department	SUB108	1	47167
TN090	module 2	Hartsville	TN	esri 2007	<50000	<25000	"<25,000"	"<10,000"	"<10,000"	county	7903	1	2008	"<$500,000"	231200	0	34000	34000	65500	147900	82400	0	0	7800	0	9000	13300	0	0	19200	1	0	0	0	0		state	0.67					Trousdale County Health Department	SUB106	1	47169
TN092		Erwin	TN	esri 2007	<50000	<25000	"<25,000"	"10,000-24,999"	"10,000-24,999"	county	18109	6	2007	"$500,000-$999,999"	835006	15000	115555	100555	60783	200412	139629	0	150283	5131	0	5970	15267	0	0	342388	1	0	0	0	0		state	1.17					Unicoi County Health Department	SUB103	1	47171
TN093	module 2	Maynardville	TN	esri 2007	<50000	<25000	"<25,000"	"10,000-24,999"	"10,000-24,999"	county	19667	6	2007	"$500,000-$999,999"	606772	0	67607	67607	178595	397311	218716	0	44709	1617	0	1737	16844	0	0	76947	1	0	0	0	0		state	3.17					Union County Health Department	SUB027	1	47173
TN094		Spencer	TN	esri 2007	<50000	<25000	"<25,000"	"<10,000"	"<10,000"	county	5811	1	2008	"<$500,000"	226484	0	25000	25000	11983	18807	6824	11188	144501	16657	0	2916	6184	0	0	1231	1	0	0	0	0		state	2					Van Buren County Health Department	SUB105	1	47175
TN095		McMinnville	TN	esri 2007	<50000	25000-49999	"25,000-50,000"	"25,000-50,000"	"25,000-49,999"	county	39926	6	2007	"$1,000,000-$4,999,999"	1432346	0	52203	52203	379891	420777	40886	296719	551328	18087	0	7736	71566	0	0	13930	1				0		state	0.5					Warren County Health Department	SUB105	1	47177
TN096	module 2	Johnson City	TN	esri 2007	50000-499999	100000-499999	"100,000-249,999"	"100,000-249,999"	"100,000-199,999"	city/county	116727	6	2007	"$1,000,000-$4,999,999"	3480248	70476	740228	669752	375912	849324	473412	0	481133	9093	0	11218	171583	0	0	1217669	1	0	0	0	0		state	17.92					Washington County Health Department	SUB103	1	47179
TN097		Waynesboro	TN	esri 2007	<50000	<25000	"<25,000"	"10,000-24,999"	"10,000-24,999"	county	17250	6	2007	"<$500,000"	345494	0	40620	40620	157210	236729	79519	0	49823	5681	0	331	11486	0	0	825	1	0	0	0	0		state	13.42					Wayne County Health Department	SUB107	1	47181
TN098		Dresden	TN	esri 2007	<50000	25000-49999	"25,000-50,000"	"25,000-50,000"	"25,000-49,999"	county	34550	6	2007	"$1,000,000-$4,999,999"	1100071	0	80194	80194	404019	677979	273960	0	96176	8426	0	3106	44666	0	0	189524	1				0		state	8.92					Weakley County Health Department	SUB108	1	47183
TN099	module 3	Sparta	TN	esri 2007	<50000	<25000	"<25,000"	"10,000-24,999"	"10,000-24,999"	county	24546	6	2007	"$500,000-$999,999"	853294	0	39080	39080	206092	222580	16488	124429	406975	24803	0	4666	23401	0	0	7360	1				0		state	0.5					White County Health Department	SUB105	1	47185
TN100	module 2	Franklin	TN	esri 2007	50000-499999	100000-499999	"100,000-249,999"	"100,000-249,999"	"100,000-199,999"	county	164410	6	2007	"$1,000,000-$4,999,999"	2785832	40000	400632	360632	1406000	1726200	320200	0	100	6800	0	334000	142300	0	0	175800	1	0	0	0	1	0.5	state	4.17					Williamson County Health Department	SUB106	1	47187
TN101		Lebanon	TN	esri 2007	50000-499999	100000-499999	"100,000-249,999"	"100,000-249,999"	"100,000-199,999"	city/county	106391	6	2008	"$1,000,000-$4,999,999"	2214000	8700	152500	143800	960700	1406600	445900	0	0	9900	0	143200	119800	0	0	382000	1	0	0	0	0	0	state	0.75					Wilson County Health Department	SUB106	1	47189
UT004																																											Davis County Department of Health	LHD	1	49011
UT006	module 3	Salt Lake City	UT	esri 2007	500000+	500000+	"500,000-999,999"	"500,000-999,999"	"500,000-999,999"	county	982732	12	2007	"$10,000,000+"	28375520																1	601672	217882	213336	1	9	local	3.42					Salt Lake Valley Health Department	LHD	1	49035
UT009	module 2	Tooele	UT	esri 2007	50000-499999	50000-99999	"50,000-99,999"	"50,000-99,999"	"50,000-74,999"	city/county	53600	1	2008	"$1,000,000-$4,999,999"	2448078																3	163355	49327	0	1	3	local	16.92					Tooele County Health Department	LHD	1	49045
VA117	module 1	Richmond	VA	esri 2007	50000-499999	100000-499999	"250,000-499,999"	"250,000-499,999"	"200,000-499,999"	county	290250	6	2008	"$1,000,000-$4,999,999"																	1				1	3	state	3.83	1	3.88	"50,000+"	Henrico Health District	Henrico Health District	LHD	1	51087
VA003		Alexandria	VA	esri 2007	50000-499999	100000-499999	"100,000-249,999"	"100,000-249,999"	"100,000-199,999"	city	139748	6	2008	"$5,000,000-$9,999,999"																	1	175692	71000	15000	1	2	state	0.42					Alexandria Health District	LHD	1	51510
VA025	module 3	Chesapeake	VA	esri 2007	50000-499999	100000-499999	"100,000-249,999"	"100,000-249,999"	"200,000-499,999"	city	223419	1	2008	"$5,000,000-$9,999,999"	5330798	1670462	1670462	0	1978554	2965332	986778	0	186309	15321	29042	23687	117045	279402	0	44198	1	143296	128002	26067	1	2	state	21.67					Chesapeake Health District	LHD	1	51550
VA052		Hampton	VA	esri 2007	50000-499999	100000-499999	"100,000-249,999"	"100,000-249,999"	"100,000-199,999"	city	146993	6	2008	"$1,000,000-$4,999,999"	4933007	1441383	1441383	0	2060948	2993552	932604	0	0	0	49213	0	0	0	0	448859	1	169708	126492	24603	1	2.25	state	12.5					Hampton City Health District	LHD	1	51650
VA069	module 2	Norfolk	VA	esri 2007	50000-499999	100000-499999	"100,000-249,999"	"100,000-249,999"	"200,000-499,999"	city	237072	6	2008	"$10,000,000+"	1130872					0											3	134670	94183	38216	1	2	state	0.25					Norfolk City Health District	LHD	1	51710
VA078	module 1	Portsmouth	VA	esri 2007	50000-499999	100000-499999	"100,000-249,999"	"100,000-249,999"	"100,000-199,999"	city	100676	6	2008	"$1,000,000-$4,999,999"	1464932					0											1				1	2	state	6.83	1	4.47	"50,000+"	Portsmouth Health District	Portsmouth Health District	LHD	1	51740
VA086	module 2	Richmond	VA	esri 2007	50000-499999	100000-499999	"100,000-249,999"	"100,000-249,999"	"100,000-199,999"	city	194320	1	2008	"$5,000,000-$9,999,999"																	1	120597	9871	0	1	3	state	1					Richmond City Health District	LHD	1	51760
VA126	module 3	Roanoke	VA	esri 2007	50000-499999	50000-99999	"50,000-99,999"	"50,000-99,999"	"75,000-100,000"	city	93048	6	2008	"$5,000,000-$9,999,999"	7581166	1354814	1354814	0	1990188	4189755	2199567	5000	141992	8900	464620	338313	1077772	0	0	0	1	0	0	0	1	2.5	state	2.33					Roanoke City Health District	LHD	1	51770
VA104	module 3	Virginia Beach	VA	esri 2007	50000-499999	100000-499999	"250,000-499,999"	"250,000-499,999"	"200,000-499,999"	city	447850	6	2008	"$5,000,000-$9,999,999"																	1				1	1.5	state	11					Virginia Beach City Health District	LHD	1	51810
WA001		Othello	WA	esri 2007	<50000	<25000	"<25,000"	"10,000-24,999"	"10,000-24,999"	county	17555	12	2007	"$500,000-$999,999"	746341	0	173341	173341	214981	391116	176135	0	93683	0	0	0	36260	51941	0	0	1	20748	11606	0	1	0.3	local	4.92					Adams County Health Department	LHD	1	53001
WA002	module 2	Clarkston	WA	esri 2007	<50000	<25000	"<25,000"	"10,000-24,999"	"10,000-24,999"	county	21237	12	2007	"$500,000-$999,999"	885765	0	100000	100000	406252	562997	156745	0	61106	39021	0	0	25011	97627	0	0	1						local	0.42					Asotin County Health District	LHD	1	53003
WA006		Port Angeles	WA	esri 2007	50000-499999	50000-99999	"50,000-99,999"	"50,000-99,999"	"50,000-74,999"	county	70908	12	2007	"$1,000,000-$4,999,999"	2981679	5095	495643	490548	743528	1203392	459864	0	33321	0	0	0	103637	500646	0	645040	1	48671	22651	0	1	0.3	local	2.83					Clallam County Health and Human Services	LHD	1	53009
WA007		Dayton	WA	esri 2007	<50000	<25000	"<25,000"	"<10,000"	"<10,000"	county	4120	12	2007	"<$500,000"	335341	0	60000	60000	102378	226378	124000	1500	29018	2640	0	0	6738	11902	0	0	1	16843	1986	0	1	0.25	local	11.92					Columbia County Health District	LHD	1	53013
WA008	module 2	Longview	WA	esri 2007	50000-499999	50000-99999	"50,000-99,999"	"50,000-99,999"	"75,000-100,000"	county	99019	1	2008	"$1,000,000-$4,999,999"	2580248	0	566225	566225	620623	1355976	735353	0	190235	0	99924	0	24078	264673	0	79137	1	140430	46556	0	1	1	local	1.83					Cowlitz County Health Department	LHD	1	53015
WA009		Pomeroy	WA	esri 2007	<50000	<25000	"<25,000"	"<10,000"	"<10,000"	county	2384	1	2008	"<$500,000"	261052	0	37503	37503	79500	94532	15032	107035	452	2318	4000	0	15215	0	0	0	1	20748	2000	0	1	0.25	local	6.5					Garfield County Health District	LHD	1	53023
